PC1,PC2,Cluster
2.1526253718720523,0.7600403110331476,1
1.3760842482066864,-1.5644537984549745,1
1.2871935862162378,0.0772888310637281,1
-0.1179698768873086,-0.7022098517007905,0
0.8715663904242062,1.188642752191483,2
-1.7625995705842203,0.0248526315123269,0
-0.1907942715210982,-2.7140580113454105,0
0.1728875402099081,-0.1952219083589039,1
-1.11079479297202,-0.0299918124653703,0
0.2115079266381474,-0.7105310209297401,1
-0.9170793157510548,0.3715548533704607,0
0.6901455741788045,0.3853977309865597,2
-1.1552244368786146,-1.209928836369838,0
-0.5014082252529223,-1.3996027583762738,0
-1.3448873258375564,2.125686370568383,2
-0.3037716435732396,0.8355465882049787,2
0.6116889816441234,-1.0975492836053318,1
-0.2210292884437767,-1.287084423183114,0
-0.968970931292614,-0.0148615691662595,0
-2.89241971927908,0.9982728596807132,0
0.0229379604732249,-1.1704074323098197,1
-0.5158677559816028,-0.0754221314314924,0
0.6933341698606665,-1.5471844428231452,1
1.4074945062798725,0.6833109470264773,1
-0.8076375594908812,-1.3898498208278662,0
0.6702441792018149,-1.429506312692081,1
0.0659322008055151,-0.9359595818463612,1
0.6360727481892,0.8009295948617531,2
-1.752701492968554,0.5430187770433048,0
0.456423448000324,-0.9446947773289556,1
-1.6254252818737718,2.1713625067417017,2
-1.001928531279885,-2.089879923924123,0
-0.2558079960731467,0.4215858465825433,2
1.415497891556069,1.8481036324637292,2
1.789084868833091,-1.8609968473399003,1
0.7396811996112428,1.184484517393402,2
1.629474256527928,0.2280495943156817,1
-0.9021540203082348,0.2814671599759098,0
0.2579930339149645,1.6984587361699237,2
1.25042140740589,-0.0528023799467841,1
0.6983375351308593,-0.8675899994909176,1
-0.3609224403400932,-0.2637565879685716,0
-0.8063323592110944,-0.7945513535008379,0
-0.8172833470135097,-1.5211452275055186,0
-1.5815356769841034,1.7307507140465352,2
-0.3688574562627108,1.5306957515561153,2
-0.6621580710744963,0.8812562860883567,2
0.2562830544654549,-0.916474000729438,1
1.4509895637115702,0.1959838393782545,1
-0.4561898939691402,-0.0689247927017543,0
0.5343664887767455,2.333215557439541,2
-1.7611718004435677,0.8195802848019247,0
-0.8332207457669556,-0.8120422698017782,0
0.9891572522534756,0.0322304578902463,1
-0.5694489546722498,-0.8515394169259176,0
0.2855675470932525,0.1670932788420799,2
0.7770841768524647,1.1536267381080958,2
-1.787211064618229,0.295326713615651,0
1.448136863670543,-0.0790372001259962,1
0.1183978765442826,0.3851511776877981,2
-0.1598592623395321,-0.6611390921543999,0
0.4919197796726343,-1.5041225386154182,1
-0.2957852520714898,1.5965640799968717,2
-0.5903048635833158,-0.1597694388726543,0
1.1092250500010603,-0.3876612517919671,1
1.7188559774141772,-0.3774015121460849,1
0.1391063524437266,1.117060971241828,2
3.4017760419150687,-0.4376828889761045,1
1.2384511558615507,-2.4910731923976352,1
-0.4946969164891122,-0.4969197118273947,0
0.1882673783488367,0.387343495443517,2
1.028972044496811,-0.141278827125285,1
-0.5254799621850073,1.3119143727846112,2
0.8938430078554044,-1.7887798081700237,1
-1.2577905168714856,0.4859662919128568,0
0.4095463964380271,0.5516629873473289,2
-1.0587821965886592,-0.4224049271155652,0
1.3549005987920302,0.4651046652805048,1
0.0917721440255309,1.509572570868354,2
-1.2796673416831388,1.6916209667753126,2
-1.6594366942436944,-0.2759076689891629,0
0.3015046024436105,0.4955293478980178,2
-0.368360395533008,-0.8347976508358654,0
1.0093977300226966,1.536791506049273,2
-1.785314618050751,0.6745435621317435,0
-0.7932132454485761,1.319151132510074,2
-0.4540319723152131,-0.999645323958294,0
0.9324310703129698,-0.0393306364486965,1
-1.6523935821845672,-0.8238406913394967,0
0.1660177682418785,-1.097038855912658,1
-0.2286377439992389,-1.1950171159277658,0
0.1039758500204994,-0.5413006609404994,1
-1.4952607717905528,-0.1915428770752595,0
0.1401194391629856,0.7160236094141343,2
0.778484045975093,0.7133455351334829,2
-1.4663916495356604,0.2838249284853469,0
0.107801589728371,0.217276597447634,2
2.209480200390026,-0.4233694128081265,1
-1.3734485394149851,-0.8431598503964292,0
-1.7636122055313108,-0.6421924288311917,0
-0.346798565071575,1.8834335240811155,2
2.401293357485294,-0.2869963488105519,1
-0.9617603609401773,1.273337692975936,2
0.903090350382134,0.6232400272733545,2
1.3134640438874767,1.06742855673393,2
-1.1385343539342163,-1.1825494090790682,0
-0.1115443636674523,-1.258142546715496,0
1.0635466804858829,0.1417561278834888,1
-1.0363869611211498,0.3063598328604806,0
1.0393971003852096,-0.5099859674497437,1
-0.8667717400974251,0.985157044599105,2
-1.7586541926931514,-0.5499944705181877,0
0.2732224587731492,0.6478362712900809,2
0.2568532895832243,-1.553145145032262,1
0.032755993968738,0.0251585085182425,2
-1.4449842021903978,-0.7122506142939004,0
1.1647962421841942,-0.4789670612950633,1
-1.9914059204650012,0.5409174821331312,0
0.985036300542777,-1.063248017793687,1
0.982964895005728,-0.0672432748926163,1
-1.6181385688664742,-0.9378652572643577,0
-0.40595069347439,0.0346379280906948,0
1.3245396239097085,-0.7977527821571763,1
-0.5654537387867276,-0.7143565149576797,0
1.9154935450519863,1.087839053644028,2
1.6484750177608145,0.5096490306430755,1
-1.0088687350595769,-1.3421322851772863,0
-0.749856229707036,-0.6172320103978544,0
0.9151566902101372,-1.069936516613733,1
0.1191216490050602,0.35372843731785,2
0.6726027522885013,1.980792256537788,2
-0.3698216568086377,1.285905832337945,2
-1.5718582448048204,0.5066202933508425,0
-0.5591055058209533,0.7836959284344961,2
-0.1406377652958952,0.5345774208653803,2
1.1079022061352182,-0.7843358645972457,1
-1.116173295562788,-0.0873159148654721,0
1.5780220254549393,1.164753002343705,2
1.728197652892481,-1.3995234754225436,1
-0.4506177493453901,1.85658264018482,2
-0.3543371339397077,0.6120095391302014,2
0.1287467896089653,-0.8438004822974803,1
1.372906163552281,1.2007675606176498,2
1.1416079485251502,0.270206004662088,1
1.72262217831114,0.3290666909286414,1
1.0220714834123297,-0.3103898871296275,1
-0.9838167483902652,1.2750018516925783,2
0.0247123627094551,1.070834803252293,2
-0.8790320007302883,-0.5813874197820107,0
0.6470422905546744,0.4670534124916711,2
-0.3347980944503989,-0.7522644663069349,0
0.964485141302442,0.2329691700846865,1
-1.9277869442150424,0.0047884971753073,0
-1.087242463167802,0.0291680577214999,0
-1.9586441701179196,-0.4716099393237553,0
0.972302119343714,1.5202677488198748,2
-0.8274787652175921,-2.1564326443685173,0
-1.4297646690174932,-0.2134049679818247,0
-0.4915910189663162,1.7121723871115184,2
0.6260709829437058,-0.4751576805333157,1
-0.1260450097030952,-0.0574225137571513,0
1.230463168438297,0.170275313812118,1
0.2143139867492829,-0.6940245881507235,1
-1.0075058571336484,-0.775073967196423,0
1.4318387903199885,-0.904423035609418,1
-0.3786968908776605,-0.4965343699003241,0
0.816696019498299,-0.2104920655780352,1
0.2900126968718874,-1.4231306623112845,1
-0.5174293185533643,-1.6122688343786822,0
0.0144653357815921,0.6076727474405828,2
0.159421752977612,0.0776547042770323,2
-0.7580130622330096,1.0124959587243527,2
0.9945881179828864,0.4824810493238209,1
0.6217105939599065,0.6864336456800236,2
-0.6729747939621993,-0.739420150354496,0
0.0642445049926775,-1.3298583680672815,1
0.9478585963748516,2.469444358479032,2
1.791601316049222,-0.4311342439791798,1
0.4778599011518604,1.730465977650426,2
0.9497059523939716,-2.8380934924290804,1
0.1897658710261048,-0.6925164369984405,1
0.7477384754138988,1.6423305589255304,2
-0.9843426133926584,-0.0794367986802006,0
-1.090121744166492,-1.457581310923618,0
-1.121947312760507,0.0414096645678217,0
0.7792650415810807,0.1552022289836056,1
0.2850935944763455,2.383215740927896,2
0.0646385790577393,0.4190615624572127,2
-0.169213588262665,0.8653737975094371,2
-0.6332752028637928,2.090684849288621,2
-1.0281018016911434,-1.2630917246554343,0
1.235475509898908,0.2302439625914946,1
1.6810061408626351,0.4708093200972452,1
-1.86006769182074,0.3751503998675684,0
-0.845781117758043,-0.9782837486727975,0
2.1451579092333635,0.2884176086860457,1
-2.3656820954215645,-0.2979945470283036,0
-0.3461577164621559,-1.704511135602168,0
-0.280563545742253,-0.1608521003239866,0
-0.2348754716644412,0.9934014690485988,2
